StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit
California,Alameda,7.2,6.9,7.7
California,Los Angeles,8.5,7.9,9.0
Oklahoma,Oklahoma City,10.2,9.6,10.9
New York,New York,9.7,9.3,10.3
California,Santa Ana,9.7,8.8,10.6
New York,New York,8.9,8.5,9.3
Michigan,Flint,13.7,13.5,13.8
Hawaii,Honolulu,9.7,9.3,10.1
Arizona,Phoenix,9.1,8.8,9.6
Arizona,Gilbert,9.3,8.7,9.9
Florida,Hialeah,7.5,7.0,8.0
Arizona,Tucson,11.4,10.6,12.4
California,Whittier,7.6,7.2,8.2
North Carolin,Charlotte,8.9,8.4,9.5
Minnesota,St. Paul,7.6,7.2,8.1
Colorado,Aurora,10.1,9.5,10.7
California,San Francisco,8.9,8.1,9.6
South Carolin,North Charleston,10.2,10.0,10.3
New York,New York,13.3,12.6,14.1
Alabama,Montgomery,11.7,10.8,12.7
Tennessee,Chattanooga,9.4,8.8,10.2
New York,New York,13.9,13.0,14.7
Ohio,Columbus,9.1,8.7,9.6
Indiana,Indianapolis,10.6,9.9,11.5
California,Los Angeles,8.0,7.7,8.3
Alabama,Montgomery,8.6,8.2,9.0
California,Fremont,8.6,8.2,9.1
Oklahoma,Broken Arrow,,,
Minnesota,Minneapolis,8.8,8.3,9.3
California,Rancho Cucamonga,8.1,7.7,8.5
Oklahoma,Oklahoma City,11.5,10.7,12.3
New York,New York,8.7,8.3,9.2
Texas,Fort Worth,9.0,8.5,9.7
Texas,Houston,8.2,7.6,8.8
Nebraska,Omaha,7.5,7.1,8.1
Kentucky,Louisville,15.3,14.4,16.4
Alabama,Tuscaloosa,8.1,7.5,8.8
Illinois,Chicago,9.4,9.0,9.9
Florida,Melbourne,7.8,7.4,8.3
California,San Diego,8.2,7.8,8.6
California,Los Angeles,8.3,7.7,9.0
Indiana,Fort Wayne,12.1,11.5,12.8
Massachusetts,Cambridge,9.0,8.6,9.5
Illinois,Chicago,8.0,7.4,8.7
Missouri,Kansas City,8.7,8.1,9.5
New York,New York,10.0,9.6,10.4
Minnesota,Minneapolis,8.7,8.3,9.3
California,Livermore,8.7,8.3,9.4
Connecticut,Waterbury,9.8,9.3,10.5
New Jersey,Trenton,12.7,11.8,13.8
Florida,Deltona,8.2,8.0,8.6
California,Compton,9.9,9.1,10.8
Georgia,Columbus,11.5,11.0,12.2
New Jersey,Newark,11.1,10.3,12.0
Indiana,Evansville,11.2,10.4,12.2
Nevada,North Las Vegas,9.7,9.3,10.1
South Dakota,Rapid City,8.2,7.6,8.8
South Carolin,Columbia,8.7,8.1,9.4
Texas,Houston,,,
Texas,Houston,9.4,8.8,10.1
Illinois,Rockford,9.5,9.1,10.1
California,Los Angeles,10.9,10.2,11.8
New York,New York,8.9,8.5,9.3
California,Santa Barbara,8.0,7.5,8.7
Missouri,Springfield,,,
Arizona,Mesa,9.6,9.1,10.2
Tennessee,Murfreesboro,9.0,8.5,9.7
Georgia,Atlanta,11.4,10.4,12.5
California,Roseville,8.2,7.8,8.7
Colorado,Aurora,8.2,7.7,8.9
Nebraska,Lincoln,7.9,7.5,8.5
California,El Cajon,9.5,9.1,10.0
Missouri,Lee's Summit,8.8,8.4,9.4
Illinois,Decatur,8.7,8.2,9.3
California,Lancaster,10.3,9.6,10.9
California,Los Angeles,7.5,7.2,8.0
Texas,San Angelo,8.7,8.2,9.3
New York,New York,8.1,7.7,8.5
Wisconsin,Milwaukee,9.5,8.9,10.3
California,Fontana,9.0,8.4,9.7
North Carolin,Winston-Salem,9.9,9.3,10.5
California,Modesto,10.9,10.0,12.1
Tennessee,Chattanooga,9.5,9.0,10.0
California,Oxnard,8.8,8.6,8.9
Virginia,Virginia Beach,8.8,8.5,9.1
California,Hawthorne,8.8,8.3,9.4
District of C,Washington,12.6,11.6,13.7
Connecticut,Danbury,10.8,10.0,11.6
New York,New York,10.0,9.3,10.7
Arizona,Tucson,9.8,9.4,10.5
California,Downey,7.9,7.7,8.0
Louisiana,Lake Charles,12.7,11.5,14.1
California,Chino,8.8,8.1,9.6
Ohio,Parma,10.2,9.5,11.0
Wisconsin,Waukesha,8.7,8.2,9.4
California,Newport Beach,8.3,7.8,8.9
California,Victorville,9.2,8.8,9.7
Indiana,Indianapolis,12.1,11.2,13.1
Nevada,Las Vegas,9.6,9.1,10.2
North Carolin,Greensboro,7.8,7.4,8.4
Ohio,Columbus,9.3,8.8,9.9
New York,New York,12.4,11.7,13.3
New York,New York,12.8,11.9,13.8
California,Santa Ana,8.6,8.1,9.2
Texas,Fort Worth,10.7,10.0,11.5
Texas,McKinney,8.1,7.7,8.6
Kentucky,Louisville,,,
Alabama,Tuscaloosa,9.8,9.7,10.0
Arizona,Phoenix,11.7,11.3,12.2
District of C,Washington,8.4,7.9,9.1
Texas,Dallas,10.6,9.9,11.5
Florida,Orlando,11.6,10.7,12.8
Illinois,Peoria,10.1,10.0,10.2
Kentucky,Louisville,11.2,10.9,11.7
Virginia,Norfolk,8.8,8.5,9.2
Massachusetts,Lowell,10.2,9.6,10.9
Illinois,Chicago,8.3,7.8,9.0
Illinois,Chicago,8.8,8.0,9.9
Oregon,Portland,9.3,8.7,10.0
Arizona,Scottsdale,9.1,9.0,9.2
California,Los Angeles,8.2,7.8,8.6
Florida,Fort Lauderdale,8.5,8.1,8.8
Colorado,Greeley,10.3,9.5,11.1
Wisconsin,Waukesha,8.5,8.0,9.0
California,Rancho Cucamonga,8.7,8.3,9.0
Florida,Plantation,7.5,7.2,7.8
Arizona,Scottsdale,9.8,9.2,10.5
Georgia,Athens,9.2,8.5,10.4
California,Redding,,,
California,Los Angeles,9.9,9.2,10.6
Kentucky,Lexington,10.8,10.2,11.7
New York,New York,9.6,9.0,10.3
Ohio,Columbus,11.5,10.8,12.3
California,Santa Ana,9.1,8.3,9.8
New York,Syracuse,12.6,12.0,13.3
New York,New York,10.6,10.1,11.2
California,San Diego,8.5,8.1,9.0
Florida,Hialeah,7.0,6.9,7.1
California,Oakland,11.8,11.2,12.4
Arizona,Peoria,9.3,8.8,9.7
Missouri,St. Louis,9.0,8.4,9.7
California,Los Angeles,8.5,8.1,8.9
Tennessee,Memphis,11.8,10.9,13.1
Pennsylvania,Philadelphia,10.1,9.6,10.8
California,Manteca,9.2,8.7,9.9
Maryland,Baltimore,9.8,9.3,10.5
Tennessee,Memphis,9.8,9.4,10.3
New Jersey,Newark,9.4,8.6,10.2
Michigan,Kalamazoo,10.4,9.8,11.2
Michigan,Detroit,15.7,14.6,16.9
New Jersey,Camden,12.3,11.2,13.4
Washington,Seattle,8.5,8.3,8.7
California,San Francisco,8.1,7.7,8.6
Washington,Seattle,8.3,7.9,8.8
Texas,San Antonio,7.7,7.3,8.1
Utah,Sandy,8.1,7.6,8.5
California,Oakland,12.0,11.1,12.8
Arizona,Tucson,10.8,10.1,11.6
California,Berkeley,8.4,8.0,8.9
Texas,Abilene,9.9,9.3,10.5
California,Palmdale,9.3,8.9,9.8
New York,New York,10.6,10.1,11.1
California,Perris,,,
Washington,Tacoma,10.0,9.4,10.8
California,Los Angeles,8.4,8.0,8.9
Tennessee,Nashville,12.1,11.6,12.8
Texas,Mesquite,10.4,9.8,11.1
Virginia,Norfolk,12.9,11.9,14.2
Rhode Island,Warwick,10.9,10.3,11.7
Florida,Hialeah,7.2,6.5,7.9
California,Antioch,8.5,8.2,8.9
Florida,Miami,10.6,9.8,11.4
Virginia,Virginia Beach,8.6,8.1,9.3
Virginia,Virginia Beach,7.9,7.4,8.5
Arizona,Mesa,11.0,10.4,11.6
Florida,Jacksonville,9.0,8.6,9.4
Florida,Jacksonville,9.8,9.1,10.4
California,Berkeley,8.0,7.7,8.5
California,Riverside,9.3,8.6,10.1
North Carolin,Greensboro,7.7,7.2,8.2
New York,New York,12.6,11.5,13.7
North Carolin,Winston-Salem,11.1,10.6,11.6
Rhode Island,Pawtucket,12.7,11.9,13.6
Illinois,Chicago,13.5,12.5,14.8
Oregon,Beaverton,9.2,8.6,9.9
Florida,Jacksonville,7.6,7.3,8.2
California,Los Angeles,8.5,8.2,8.8
Connecticut,Waterbury,13.5,12.7,14.4
California,Los Angeles,8.7,8.1,9.4
Michigan,Dearborn,13.6,12.5,14.7
Texas,Houston,7.4,7.1,7.9
Texas,San Antonio,8.5,7.8,9.6
California,Sacramento,8.3,8.0,8.8
Michigan,Detroit,14.7,13.4,16.1
California,Indio,7.9,7.5,8.5
Wisconsin,Madison,8.0,7.5,8.7
California,Alameda,7.5,7.2,8.0
Illinois,Aurora,8.5,8.1,9.1
Illinois,Joliet,9.9,9.4,10.6
Texas,Houston,10.3,9.6,11.1
Florida,Port St. Lucie,7.7,7.2,8.2
Washington,Auburn,9.2,8.8,9.8
Connecticut,Stamford,8.1,7.7,8.6
Missouri,Lee's Summit,9.4,8.8,10.3
District of C,Washington,8.1,7.6,8.8
Ohio,Cleveland,10.4,9.7,11.2
Illinois,Rockford,,,
New Mexico,Rio Rancho,9.5,9.0,9.9
California,Fresno,9.4,8.7,10.2
Alabama,Hoover,7.7,7.3,8.1
Washington,Yakima,10.2,9.6,10.9
Indiana,South Bend,10.9,10.2,11.7
Ohio,Akron,12.6,11.8,13.5
Connecticut,Danbury,8.4,8.0,8.9
California,Fremont,6.8,6.5,7.2
Colorado,Aurora,8.7,8.3,9.2
Texas,Houston,9.5,8.6,10.3
California,Los Angeles,8.7,8.1,9.4
Massachusetts,Boston,14.0,13.1,15.0
California,Los Angeles,8.1,7.7,8.6
New York,New York,9.9,9.4,10.6
New Mexico,Albuquerque,10.5,9.7,11.5
Florida,Pompano Beach,8.8,8.3,9.5
Texas,Odessa,9.0,8.3,9.6
California,San Francisco,7.4,7.2,7.7
Pennsylvania,Pittsburgh,10.7,10.0,11.6
California,Ontario,9.9,9.1,10.7
California,San Buenaventura (Ventura),7.7,7.3,8.3
Georgia,Sandy Springs,8.9,8.4,9.4
Pennsylvania,Philadelphia,10.3,9.5,11.3
New York,New York,12.7,12.0,13.8
Texas,Lewisville,9.3,8.7,9.9
Texas,Austin,9.2,8.6,9.9
Maryland,Baltimore,9.2,8.6,10.1
New York,New York,8.6,8.2,9.2
Michigan,Detroit,14.8,13.8,15.8
Michigan,Detroit,14.1,13.1,15.4
Hawaii,Honolulu,9.3,8.7,9.9
Indiana,Indianapolis,9.2,8.5,10.3
Indiana,Indianapolis,11.2,10.6,11.9
California,Los Angeles,9.8,8.7,10.8
Ohio,Cleveland,9.5,8.9,10.3
New York,New York,9.7,9.4,10.1
California,San Marcos,7.5,7.2,8.0
North Carolin,Charlotte,7.7,7.2,8.5
New York,New York,13.2,12.3,14.3
California,Stockton,10.5,9.7,11.4
New York,Syracuse,11.2,10.5,12.1
Florida,Gainesville,,,
California,San Francisco,7.4,7.0,8.0
California,San Mateo,8.8,8.3,9.3
Texas,Houston,9.3,8.8,9.9
Texas,Dallas,12.0,11.1,13.0
Idaho,Meridian,9.8,9.2,10.6
New York,New York,9.4,8.8,10.1
Tennessee,Chattanooga,,,
Texas,Austin,8.8,8.3,9.4
Missouri,Lee's Summit,9.4,8.9,10.1
Mississippi,Gulfport,9.0,8.5,9.5
Arizona,Phoenix,9.6,9.1,10.1
Oregon,Hillsboro,8.6,8.1,9.2
Nebraska,Omaha,9.1,8.4,9.7
California,San Bernardino,8.7,8.3,9.1
Pennsylvania,Erie,11.1,10.4,12.0
North Carolin,Asheville,7.3,7.0,7.6
Oregon,Eugene,9.6,9.1,10.3
Missouri,St. Joseph,10.1,9.9,10.2
California,Palmdale,9.8,9.3,10.4
Utah,Sandy,9.0,8.5,9.6
Kansas,Wichita,9.3,8.7,10.1
New York,New York,15.9,14.7,17.5
Idaho,Boise City,8.6,8.1,9.1
New York,New York,11.6,11.0,12.4
California,Los Angeles,7.1,6.8,7.4
Nevada,Las Vegas,7.9,7.6,8.4
South Carolin,Columbia,9.3,8.1,11.7
North Carolin,Greensboro,7.3,6.8,7.8
Indiana,Indianapolis,13.5,12.6,14.4
Missouri,Kansas City,9.9,9.1,10.8
Texas,Austin,10.8,9.8,11.7
California,Los Angeles,9.2,8.6,9.8
New Mexico,Albuquerque,10.5,9.8,11.3
New York,New York,10.6,9.5,11.6
Georgia,Atlanta,11.3,10.5,12.2
New York,New York,10.9,10.2,11.6
New York,New York,11.2,10.6,11.9
Alaska,Anchorage,8.7,8.3,9.4
District of C,Washington,8.9,8.4,9.5
Wisconsin,Milwaukee,15.7,14.7,16.8
Tennessee,Memphis,14.2,12.9,15.6
California,Los Angeles,8.7,8.2,9.2
Massachusetts,Somerville,11.3,10.6,12.0
North Carolin,Raleigh,8.2,7.7,8.8
District of C,Washington,7.8,7.4,8.4
South Carolin,Charleston,8.5,8.0,9.2
Louisiana,Lake Charles,11.3,10.6,12.2
Oklahoma,Tulsa,9.0,8.5,9.6
Tennessee,Nashville,10.9,10.3,11.6
Michigan,Detroit,16.4,14.8,18.1
New York,New York,12.7,11.8,13.8
Texas,Abilene,10.4,9.8,11.1
New York,New York,8.7,8.4,9.2
Massachusetts,Worcester,11.1,10.5,11.7
Ohio,Cincinnati,7.9,7.4,8.5
California,Oakland,8.7,8.4,9.3
Alabama,Huntsville,10.8,10.1,11.5
California,San Diego,7.5,7.2,7.9
California,Chula Vista,7.3,6.9,7.7
Ohio,Cleveland,10.4,9.6,11.2
Arizona,Phoenix,10.7,10.1,11.3
Texas,San Antonio,8.9,8.1,9.7
Missouri,Kansas City,11.0,10.6,11.5
Illinois,Chicago,13.8,12.6,15.3
Oklahoma,Tulsa,11.0,10.4,11.7
Louisiana,Baton Rouge,12.7,11.5,14.1
Connecticut,Bridgeport,9.8,9.3,10.3
New Jersey,Newark,11.3,10.6,11.9
Virginia,Newport News,12.4,11.4,13.5
Washington,Bellingham,10.3,9.8,10.9
Florida,Jacksonville,7.8,7.4,8.2
Arizona,Mesa,9.0,8.6,9.5
Missouri,Kansas City,12.9,12.0,13.9
Texas,Houston,11.7,10.9,12.6
North Carolin,Durham,,,
California,Carlsbad,8.0,7.5,8.5
Illinois,Chicago,12.8,11.9,14.1
Iowa,Sioux City,8.5,8.0,9.1
Texas,Dallas,7.1,6.9,7.4
Rhode Island,Providence,14.1,13.3,15.0
Massachusetts,New Bedford,13.1,12.2,13.9
New York,New York,12.2,11.3,13.2
California,Orange,7.9,7.5,8.4
Indiana,Indianapolis,14.6,13.4,15.8
Ohio,Cleveland,10.3,9.6,11.2
Florida,Tallahassee,10.1,9.1,11.7
New York,New York,13.1,12.2,14.2
California,Lynwood,9.9,9.1,10.8
California,Citrus Heights,11.0,10.4,11.7
Oregon,Portland,9.0,8.4,9.8
California,Inglewood,10.1,9.5,10.9
California,Pasadena,7.4,7.1,8.0
Michigan,Detroit,14.5,13.4,16.0
New York,New York,12.9,12.0,13.8
California,Redding,9.1,8.6,9.8
California,Turlock,9.3,8.6,10.0
California,Corona,8.9,8.2,9.7
Wisconsin,Milwaukee,13.3,12.2,14.6
Texas,McKinney,7.9,7.5,8.6
New York,New York,8.9,8.4,9.5
Massachusetts,Boston,13.2,12.2,14.3
Utah,Salt Lake City,8.4,7.9,9.1
Illinois,Chicago,7.9,7.6,8.4
Washington,Bellingham,10.1,9.9,10.3
Georgia,Atlanta,7.2,6.9,7.6
California,Los Angeles,9.1,8.2,10.0
Colorado,Denver,8.3,7.8,8.8
Texas,Houston,10.0,9.4,10.6
Arizona,Tucson,10.6,10.2,11.1
New York,New York,12.1,11.3,13.0
Michigan,Southfield,11.4,10.9,12.0
Alabama,Birmingham,11.3,10.6,12.3
Pennsylvania,Philadelphia,10.5,9.9,11.2
New York,New York,11.7,10.8,12.6
New York,New York,10.9,10.3,11.6
New York,New York,10.2,9.7,10.9
Nebraska,Omaha,7.5,7.0,8.0
California,Folsom,9.0,8.4,9.6
Arizona,Gilbert,9.0,8.6,9.6
Texas,El Paso,8.7,7.9,9.7
North Carolin,Greenville,9.0,8.4,9.8
Florida,St. Petersburg,8.1,7.8,8.5
California,Hayward,8.7,8.2,9.2
Illinois,Rockford,11.8,11.1,12.5
Texas,Houston,8.7,7.8,9.7
California,Los Angeles,8.0,7.6,8.5
New Mexico,Albuquerque,9.4,9.0,9.8
New Jersey,Newark,12.5,11.5,13.7
Texas,Houston,7.5,7.2,7.9
Florida,Davie,6.7,6.5,7.0
Texas,Pasadena,9.5,9.0,10.0
California,Los Angeles,8.9,8.3,9.5
Maryland,Baltimore,13.7,12.8,15.1
Texas,Arlington,10.1,9.6,10.7
Illinois,Chicago,8.5,8.1,8.9
Wisconsin,Madison,7.7,7.2,8.2
New York,New York,8.3,7.9,8.9
North Carolin,Winston-Salem,9.0,8.3,9.8
New Mexico,Las Cruces,10.4,9.7,11.2
Ohio,Columbus,9.6,9.1,10.3
Oregon,Portland,9.5,9.0,10.1
Alabama,Hoover,8.0,7.5,8.7
California,Lancaster,8.8,8.2,9.4
Illinois,Chicago,13.1,12.1,14.3
Alabama,Mobile,10.7,10.1,11.4
Florida,Palm Coast,7.7,7.2,8.4
Connecticut,Danbury,8.9,8.4,9.6
New York,New York,8.9,8.6,9.3
New York,New York,12.6,11.7,13.6
California,San Jose,7.9,7.5,8.4
Texas,Houston,7.2,6.9,7.6
Pennsylvania,Philadelphia,9.3,8.7,10.2
California,Los Angeles,7.8,7.4,8.3
Texas,San Antonio,7.5,7.1,7.9
South Dakota,Sioux Falls,8.6,8.1,9.1
Iowa,Des Moines,7.2,6.8,7.6
Illinois,Bolingbrook,9.9,9.3,10.6
Arizona,Tempe,11.5,10.6,12.6
North Carolin,Charlotte,6.7,6.4,7.2
Utah,Salt Lake City,8.2,7.8,8.8
Florida,Plantation,7.2,6.8,7.6
California,Los Angeles,7.8,7.4,8.4
Florida,Miami,7.1,6.4,7.7
New York,Buffalo,12.9,12.2,13.6
Texas,Austin,9.6,8.9,10.4
Texas,Brownsville,10.1,9.2,10.9
Kentucky,Louisville,11.7,11.1,12.6
California,Garden Grove,7.9,7.3,8.4
Colorado,Pueblo,9.8,9.3,10.2
Tennessee,Knoxville,11.2,10.4,12.1
Florida,Palm Bay,8.5,8.1,9.1
Texas,Austin,10.1,9.5,10.7
New York,Rochester,13.3,12.5,14.2
California,Anaheim,9.0,8.4,9.5
New York,New York,9.4,8.7,10.3
Texas,Houston,11.3,10.5,12.2
California,Los Angeles,9.5,8.9,10.2
Ohio,Cleveland,12.4,11.5,13.6
California,Fresno,9.9,9.4,10.5
Louisiana,Baton Rouge,10.3,9.5,11.3
New Jersey,Newark,13.0,12.0,14.0
Iowa,Cedar Rapids,7.6,7.2,8.1
Pennsylvania,Philadelphia,13.1,12.2,14.2
North Dakota,Fargo,8.0,7.5,8.6
South Carolin,Charleston,7.8,7.3,8.3
Arizona,Phoenix,11.3,10.7,12.1
Minnesota,Bloomington,7.7,7.2,8.3
North Carolin,Raleigh,7.7,7.4,8.0
California,Hawthorne,10.9,10.1,11.7
Massachusetts,Boston,9.4,9.0,10.0
Missouri,Lee's Summit,9.1,9.0,9.3
Illinois,Chicago,10.1,9.3,11.0
Tennessee,Memphis,10.4,9.7,11.2
Wisconsin,Madison,7.9,7.5,8.4
Florida,St. Petersburg,,,
Wisconsin,Appleton,9.0,8.3,9.8
Kentucky,Lexington,10.8,10.1,11.6
Illinois,Chicago,9.8,9.1,10.6
Ohio,Cincinnati,13.1,12.1,14.2
California,Antioch,9.2,8.8,9.7
Alabama,Hoover,8.1,7.6,8.7
Tennessee,Chattanooga,10.5,9.8,11.3
Texas,El Paso,7.4,7.0,7.9
Michigan,Lansing,11.1,10.3,12.1
California,San Buenaventura (Ventura),8.3,7.8,8.8
California,San Jose,8.0,7.5,8.5
Arizona,Phoenix,,,
Ohio,Cleveland,15.0,14.1,16.0
Texas,Arlington,9.1,8.7,9.5
California,Huntington Beach,9.9,9.2,10.7
Texas,Frisco,7.7,7.6,7.8
New York,New York,8.5,8.1,8.8
Missouri,Springfield,11.0,10.1,12.0
Pennsylvania,Philadelphia,9.6,9.0,10.1
Pennsylvania,Reading,12.6,11.7,13.6
Alaska,Anchorage,9.3,8.7,10.1
District of C,Washington,7.9,7.6,8.2
California,Los Angeles,9.8,9.1,10.6
California,San Francisco,7.3,7.0,7.9
California,Sacramento,12.5,11.8,13.3
California,Los Angeles,10.5,9.6,11.4
California,Huntington Beach,8.3,7.9,8.8
Oklahoma,Oklahoma City,9.0,8.6,9.7
Texas,San Antonio,7.2,6.9,7.6
California,Escondido,9.6,9.0,10.3
New York,New York,13.6,12.7,14.7
Louisiana,New Orleans,11.4,10.8,12.2
California,Anaheim,8.3,7.8,8.9
Texas,Abilene,9.0,8.6,9.5
Texas,Laredo,10.2,9.0,11.4
Texas,Lubbock,8.2,7.7,8.9
Florida,Palm Coast,8.0,7.6,8.5
Missouri,Kansas City,11.0,10.4,11.5
California,Los Angeles,9.5,8.5,10.5
Colorado,Thornton,8.6,8.3,9.0
California,Roseville,8.0,7.5,8.5
Virginia,Virginia Beach,7.7,7.3,8.1
Wisconsin,Milwaukee,9.6,9.0,10.3
New Jersey,Clifton,8.0,7.6,8.5
California,Santa Rosa,10.2,9.5,10.9
Arizona,Phoenix,11.4,10.9,12.0
New Jersey,Newark,9.4,8.3,10.5
New York,New York,9.4,8.7,10.1
Colorado,Boulder,9.1,8.4,9.7
California,Chino,8.7,8.3,9.2
California,Los Angeles,7.2,6.8,7.7
South Carolin,Columbia,10.1,9.3,10.9
Ohio,Akron,9.8,9.4,10.2
California,Concord,8.9,8.5,9.4
California,San Francisco,9.9,9.3,10.4
New York,New York,9.2,8.7,9.7
Wisconsin,Madison,8.6,8.1,9.2
California,Los Angeles,9.1,8.2,10.1
California,Corona,8.3,7.8,8.9
California,Los Angeles,8.0,7.5,8.5
Pennsylvania,Bethlehem,10.2,9.5,11.3
Michigan,Ann Arbor,10.5,9.9,11.1
New York,New York,11.1,10.5,11.9
Louisiana,New Orleans,12.0,11.0,13.2
Indiana,Fort Wayne,11.5,10.8,12.3
Illinois,Chicago,11.3,10.6,12.1
New York,Rochester,13.9,13.0,14.8
Texas,Grand Prairie,8.3,7.9,8.8
Nevada,Las Vegas,8.5,8.0,9.0
Illinois,Chicago,13.3,12.1,14.6
Arkansas,Little Rock,,,
New York,New York,,,
Arizona,Avondale,9.0,8.6,9.5
Virginia,Richmond,8.2,7.8,8.8
California,San Jose,7.5,7.2,7.9
Texas,Houston,9.3,8.7,10.1
Indiana,Fort Wayne,11.5,10.8,12.5
New York,New York,9.0,8.6,9.5
Florida,St. Petersburg,11.1,10.5,11.8
Minnesota,St. Paul,7.7,7.4,8.1
Indiana,Indianapolis,13.7,12.8,14.6
Minnesota,St. Paul,8.5,8.1,8.8
Texas,League City,8.2,8.0,8.4
Texas,Corpus Christi,8.4,7.9,9.1
Washington,Everett,10.1,10.0,10.2
Florida,Orlando,8.1,7.7,8.5
North Carolin,Fayetteville,8.3,8.0,8.6
District of C,Washington,7.8,7.5,8.3
North Carolin,Winston-Salem,9.8,9.2,10.4
Texas,Houston,8.3,7.8,9.0
Nebraska,Lincoln,8.2,8.1,8.3
Massachusetts,Worcester,9.8,9.4,10.3
Ohio,Akron,10.5,9.7,11.4
Texas,Houston,6.5,6.2,6.9
Missouri,St. Louis,10.9,10.1,11.7
Nevada,Las Vegas,8.4,8.0,8.9
North Carolin,Greensboro,9.6,9.1,10.1
California,Moreno Valley,9.1,8.6,9.6
Florida,Pompano Beach,7.1,6.8,7.6
Arkansas,Fayetteville,8.6,8.1,9.4
Texas,San Antonio,8.7,8.1,9.4
Florida,Miami,11.0,10.2,11.8
Texas,El Paso,9.0,8.5,9.6
California,Hesperia,9.7,9.1,10.3
Connecticut,New Britain,11.4,10.8,12.1
North Carolin,Durham,8.2,7.8,8.6
Ohio,Cleveland,13.2,12.4,14.1
Pennsylvania,Bethlehem,11.8,11.0,12.7
Texas,Bryan,11.0,10.4,11.7
New York,New York,9.5,9.0,10.2
Illinois,Aurora,9.2,9.1,9.4
Oklahoma,Tulsa,11.7,11.2,12.2
Massachusetts,Lynn,11.0,10.4,11.6
Texas,San Antonio,7.6,7.2,8.1
Michigan,Southfield,11.3,10.7,12.1
Iowa,Sioux City,7.6,7.1,8.2
California,Fresno,11.4,10.6,12.3
Virginia,Lynchburg,10.0,9.5,10.7
Texas,Houston,7.7,7.3,8.1
New York,Rochester,11.8,11.2,12.4
Texas,Austin,7.6,7.2,8.0
Missouri,Kansas City,11.4,10.9,12.0
New Mexico,Albuquerque,11.8,11.1,12.6
New York,New York,12.2,11.5,13.1
New Jersey,Passaic,9.3,8.5,10.1
California,Menifee,8.7,8.0,9.5
Louisiana,New Orleans,7.8,7.4,8.4
Nevada,North Las Vegas,8.6,8.2,9.1
Tennessee,Memphis,13.7,12.5,15.0
New Jersey,Clifton,8.4,8.0,9.0
New York,Buffalo,11.5,10.8,12.2
California,Riverside,8.9,8.3,9.6
Texas,Dallas,9.5,8.6,10.4
California,Los Angeles,10.8,10.2,11.4
Utah,Ogden,9.2,8.7,9.9
Michigan,Detroit,16.1,14.9,17.4
Minnesota,Bloomington,7.6,7.2,8.1
New York,New York,12.0,11.0,13.1
Massachusetts,Worcester,11.4,10.4,13.0
Ohio,Toledo,13.8,12.9,14.9
Alaska,Anchorage,9.1,8.8,9.6
Indiana,Indianapolis,11.4,10.6,12.2
Florida,Tampa,6.9,6.6,7.4
Illinois,Cicero,9.4,9.2,9.6
Pennsylvania,Philadelphia,8.2,7.8,8.7
Texas,Plano,7.3,7.0,7.8
California,Los Angeles,7.8,7.4,8.4
Arizona,Tucson,10.5,9.9,11.1
California,Los Angeles,10.4,9.8,11.1
California,San Jose,8.6,8.0,9.2
California,San Jose,8.0,7.5,8.6
Ohio,Cleveland,13.1,11.9,14.4
New York,New York,10.7,10.0,11.4
Pennsylvania,Pittsburgh,9.7,9.1,10.6
Missouri,Kansas City,8.0,7.6,8.5
Ohio,Dayton,11.6,10.8,12.5
Texas,San Antonio,9.6,8.9,10.3
Colorado,Fort Collins,11.3,10.1,12.4
Virginia,Norfolk,10.6,9.9,11.4
Texas,Houston,,,
Tennessee,Clarksville,10.6,10.0,11.3
West Virginia,Charleston,9.8,9.3,10.5
Texas,Pasadena,9.3,8.8,9.9
Indiana,Fort Wayne,10.3,9.8,11.0
California,Fresno,10.3,9.7,11.0
California,Escondido,8.0,7.5,8.6
California,Fairfield,8.1,7.6,8.7
Tennessee,Memphis,14.1,12.8,15.7
Wisconsin,Racine,11.0,10.3,11.6
Oklahoma,Tulsa,10.2,9.7,10.8
Florida,Tampa,7.5,7.2,8.0
Illinois,Chicago,14.5,13.3,16.2
North Carolin,Greensboro,10.1,9.5,10.7
California,Carson,8.4,7.9,9.1
California,Fresno,8.5,8.1,9.1
California,Moreno Valley,8.6,8.2,9.1
California,San Mateo,7.5,7.2,7.8
Illinois,Chicago,12.2,11.4,13.1
Florida,Orlando,8.0,7.4,8.6
Texas,Beaumont,8.3,8.0,8.7
North Carolin,Raleigh,7.5,7.1,8.0
Hawaii,Honolulu,,,
California,San Bernardino,9.5,9.0,10.0
Ohio,Cincinnati,11.2,10.5,11.9
Kentucky,Louisville,12.6,11.8,13.3
New York,New York,11.9,11.0,12.9
Texas,Wichita Falls,8.6,8.1,9.2
California,San Jose,7.6,7.2,8.0
Utah,Orem,8.6,8.1,9.2
New York,New York,10.1,9.4,10.9
California,Lake Forest,8.1,7.6,8.6
Illinois,Chicago,13.0,12.0,14.0
New York,New York,12.3,11.5,13.2
New York,New York,8.5,8.2,8.9
California,Glendale,8.7,8.2,9.3
Texas,Abilene,10.4,9.8,11.0
Washington,Everett,11.4,10.7,12.2
Pennsylvania,Philadelphia,9.7,9.1,10.4
Illinois,Waukegan,8.7,8.2,9.3
Alabama,Mobile,9.7,9.0,10.6
